title	other_names	desc	causes	percentages	related	related_p	tests	meds	ages	ages_freq	sex	sex_freq	race	race_freq
Seizures	Also known as Shaking fits	"An epileptic seizure (colloquially a fit) is a transient symptom of ""abnormal excessive or synchronous neuronal activity in the brain"". The outward effect can be as dramatic as a wild thrashing movement (tonic-clonic seizure) or as mild as a brief loss of awareness (absence seizure). It can manifest as an alteration in mental state, tonic or clonic movements, convulsions, and various other psychic symptoms (such as dŽjˆ vu or jamais vu). Sometimes it is not accompanied by convulsions but a full body ""slump"", where the person simply will lose body control and slump to the ground. The medical syndrome of recurrent, unprovoked seizures is termed epilepsy, but seizures can occur in people who do not have epilepsy. For more information, see non-epileptic seizure."	Developmental disability	2	Eye moves abnormally	2	Electrocardiogram	Fosphenytoin	60-74 years	1.2x	Male	1.2x	Other	1.0x
Seizures	Also known as Shaking fits	"An epileptic seizure (colloquially a fit) is a transient symptom of ""abnormal excessive or synchronous neuronal activity in the brain"". The outward effect can be as dramatic as a wild thrashing movement (tonic-clonic seizure) or as mild as a brief loss of awareness (absence seizure). It can manifest as an alteration in mental state, tonic or clonic movements, convulsions, and various other psychic symptoms (such as dŽjˆ vu or jamais vu). Sometimes it is not accompanied by convulsions but a full body ""slump"", where the person simply will lose body control and slump to the ground. The medical syndrome of recurrent, unprovoked seizures is termed epilepsy, but seizures can occur in people who do not have epilepsy. For more information, see non-epileptic seizure."	Epilepsy	1	Headache	1	Complete blood count (Cbc)	Lacosamide (Vimpat)	1-4 years	1.5x	Female	0.8x	Black	0.9x
Seizures	Also known as Shaking fits	"An epileptic seizure (colloquially a fit) is a transient symptom of ""abnormal excessive or synchronous neuronal activity in the brain"". The outward effect can be as dramatic as a wild thrashing movement (tonic-clonic seizure) or as mild as a brief loss of awareness (absence seizure). It can manifest as an alteration in mental state, tonic or clonic movements, convulsions, and various other psychic symptoms (such as dŽjˆ vu or jamais vu). Sometimes it is not accompanied by convulsions but a full body ""slump"", where the person simply will lose body control and slump to the ground. The medical syndrome of recurrent, unprovoked seizures is termed epilepsy, but seizures can occur in people who do not have epilepsy. For more information, see non-epileptic seizure."	Stroke	1	Stiffness all over	7	Glucose measurement (Glucose level)	Phenobarbital	75+ years	0.6x			Hispanic	1.2x
Seizures	Also known as Shaking fits	"An epileptic seizure (colloquially a fit) is a transient symptom of ""abnormal excessive or synchronous neuronal activity in the brain"". The outward effect can be as dramatic as a wild thrashing movement (tonic-clonic seizure) or as mild as a brief loss of awareness (absence seizure). It can manifest as an alteration in mental state, tonic or clonic movements, convulsions, and various other psychic symptoms (such as dŽjˆ vu or jamais vu). Sometimes it is not accompanied by convulsions but a full body ""slump"", where the person simply will lose body control and slump to the ground. The medical syndrome of recurrent, unprovoked seizures is termed epilepsy, but seizures can occur in people who do not have epilepsy. For more information, see non-epileptic seizure."	Migraine	2	Abnormal involuntary movements	16	X-ray computed tomography (Scan ct)	Topiramate (Topamax)	45-59 years	1.0x			White	0.9x
Seizures	Also known as Shaking fits	"An epileptic seizure (colloquially a fit) is a transient symptom of ""abnormal excessive or synchronous neuronal activity in the brain"". The outward effect can be as dramatic as a wild thrashing movement (tonic-clonic seizure) or as mild as a brief loss of awareness (absence seizure). It can manifest as an alteration in mental state, tonic or clonic movements, convulsions, and various other psychic symptoms (such as dŽjˆ vu or jamais vu). Sometimes it is not accompanied by convulsions but a full body ""slump"", where the person simply will lose body control and slump to the ground. The medical syndrome of recurrent, unprovoked seizures is termed epilepsy, but seizures can occur in people who do not have epilepsy. For more information, see non-epileptic seizure."	Alcohol withdrawal	2	Lack of growth	3	Hematologic tests (Blood test)	Oxcarbazepine (Trileptal)	< 1 years	1.5x				
Seizures	Also known as Shaking fits	"An epileptic seizure (colloquially a fit) is a transient symptom of ""abnormal excessive or synchronous neuronal activity in the brain"". The outward effect can be as dramatic as a wild thrashing movement (tonic-clonic seizure) or as mild as a brief loss of awareness (absence seizure). It can manifest as an alteration in mental state, tonic or clonic movements, convulsions, and various other psychic symptoms (such as dŽjˆ vu or jamais vu). Sometimes it is not accompanied by convulsions but a full body ""slump"", where the person simply will lose body control and slump to the ground. The medical syndrome of recurrent, unprovoked seizures is termed epilepsy, but seizures can occur in people who do not have epilepsy. For more information, see non-epileptic seizure."	Cerebral palsy	34	Disturbance of memory	32	Electrolytes panel	Valproic Acid	30-44 years	0.7x				
Seizures	Also known as Shaking fits	"An epileptic seizure (colloquially a fit) is a transient symptom of ""abnormal excessive or synchronous neuronal activity in the brain"". The outward effect can be as dramatic as a wild thrashing movement (tonic-clonic seizure) or as mild as a brief loss of awareness (absence seizure). It can manifest as an alteration in mental state, tonic or clonic movements, convulsions, and various other psychic symptoms (such as dŽjˆ vu or jamais vu). Sometimes it is not accompanied by convulsions but a full body ""slump"", where the person simply will lose body control and slump to the ground. The medical syndrome of recurrent, unprovoked seizures is termed epilepsy, but seizures can occur in people who do not have epilepsy. For more information, see non-epileptic seizure."	Alcohol abuse	1			Intravenous fluid replacement	Phenytoin (Dilantin)	5-14 years	1.1x				
Seizures	Also known as Shaking fits	"An epileptic seizure (colloquially a fit) is a transient symptom of ""abnormal excessive or synchronous neuronal activity in the brain"". The outward effect can be as dramatic as a wild thrashing movement (tonic-clonic seizure) or as mild as a brief loss of awareness (absence seizure). It can manifest as an alteration in mental state, tonic or clonic movements, convulsions, and various other psychic symptoms (such as dŽjˆ vu or jamais vu). Sometimes it is not accompanied by convulsions but a full body ""slump"", where the person simply will lose body control and slump to the ground. The medical syndrome of recurrent, unprovoked seizures is termed epilepsy, but seizures can occur in people who do not have epilepsy. For more information, see non-epileptic seizure."					Kidney function tests (Kidney function test)	Levetiracetam (Keppra)	15-29 years	0.4x				
Seizures	Also known as Shaking fits	"An epileptic seizure (colloquially a fit) is a transient symptom of ""abnormal excessive or synchronous neuronal activity in the brain"". The outward effect can be as dramatic as a wild thrashing movement (tonic-clonic seizure) or as mild as a brief loss of awareness (absence seizure). It can manifest as an alteration in mental state, tonic or clonic movements, convulsions, and various other psychic symptoms (such as dŽjˆ vu or jamais vu). Sometimes it is not accompanied by convulsions but a full body ""slump"", where the person simply will lose body control and slump to the ground. The medical syndrome of recurrent, unprovoked seizures is termed epilepsy, but seizures can occur in people who do not have epilepsy. For more information, see non-epileptic seizure."						Zonisamide						
Seizures	Also known as Shaking fits	"An epileptic seizure (colloquially a fit) is a transient symptom of ""abnormal excessive or synchronous neuronal activity in the brain"". The outward effect can be as dramatic as a wild thrashing movement (tonic-clonic seizure) or as mild as a brief loss of awareness (absence seizure). It can manifest as an alteration in mental state, tonic or clonic movements, convulsions, and various other psychic symptoms (such as dŽjˆ vu or jamais vu). Sometimes it is not accompanied by convulsions but a full body ""slump"", where the person simply will lose body control and slump to the ground. The medical syndrome of recurrent, unprovoked seizures is termed epilepsy, but seizures can occur in people who do not have epilepsy. For more information, see non-epileptic seizure."						Lamotrigine (Lamictal)						
Seizures	Also known as Shaking fits	"An epileptic seizure (colloquially a fit) is a transient symptom of ""abnormal excessive or synchronous neuronal activity in the brain"". The outward effect can be as dramatic as a wild thrashing movement (tonic-clonic seizure) or as mild as a brief loss of awareness (absence seizure). It can manifest as an alteration in mental state, tonic or clonic movements, convulsions, and various other psychic symptoms (such as dŽjˆ vu or jamais vu). Sometimes it is not accompanied by convulsions but a full body ""slump"", where the person simply will lose body control and slump to the ground. The medical syndrome of recurrent, unprovoked seizures is termed epilepsy, but seizures can occur in people who do not have epilepsy. For more information, see non-epileptic seizure."						Ethosuximide						
Seizures	Also known as Shaking fits	"An epileptic seizure (colloquially a fit) is a transient symptom of ""abnormal excessive or synchronous neuronal activity in the brain"". The outward effect can be as dramatic as a wild thrashing movement (tonic-clonic seizure) or as mild as a brief loss of awareness (absence seizure). It can manifest as an alteration in mental state, tonic or clonic movements, convulsions, and various other psychic symptoms (such as dŽjˆ vu or jamais vu). Sometimes it is not accompanied by convulsions but a full body ""slump"", where the person simply will lose body control and slump to the ground. The medical syndrome of recurrent, unprovoked seizures is termed epilepsy, but seizures can occur in people who do not have epilepsy. For more information, see non-epileptic seizure."						Carbamazepine						
Seizures	Also known as Shaking fits	"An epileptic seizure (colloquially a fit) is a transient symptom of ""abnormal excessive or synchronous neuronal activity in the brain"". The outward effect can be as dramatic as a wild thrashing movement (tonic-clonic seizure) or as mild as a brief loss of awareness (absence seizure). It can manifest as an alteration in mental state, tonic or clonic movements, convulsions, and various other psychic symptoms (such as dŽjˆ vu or jamais vu). Sometimes it is not accompanied by convulsions but a full body ""slump"", where the person simply will lose body control and slump to the ground. The medical syndrome of recurrent, unprovoked seizures is termed epilepsy, but seizures can occur in people who do not have epilepsy. For more information, see non-epileptic seizure."						Divalproex Sodium (Depakote)						
Depressive or psychotic symptoms	"Also known as Blunted affect, Constricted affect, Difficulty concentrating, Going crazy, Hate everybody, Inhibited, and Mood fluctuation"	"Blunted affect is the scientific term describing a lack of emotional reactivity (affect display) on the part of an individual. It is manifest as a failure to express feelings either verbally or non-verbally, especially when talking about issues that would normally be expected to engage the emotions. Expressive gestures are rare and there is little animation in facial expression or vocal inflection."	Depression	5	Excessive anger	23	Glucose measurement (Glucose level)	Haloperidol	45-59 years	0.1x	Female	1.2x	White	0.9x
