conditions	conditions-href	title	other_names	symps	percentages	test	ages	age_freq	sex	sex_freq	race	race_freq	meds
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome									0.6x	
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome				< 1 years						
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome										Atomoxetine (Strattera)
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome				5-14 years						
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome								Black		
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome				15-29 years						
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome									1.0x	
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome		17								
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome								White		
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome					0.4x					
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome	Restlessness									
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome										Methylphenidate
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome	Low self-esteem									
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome										Dexmethylphenidate (Focalin)
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome						Female				
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome			Arterio- or venogram (not heart and head)							
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome				30-44 years						
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome	Antisocial behavior									
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome			Cerebral arteriogram (Angiography cerebral)							
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome							0.6x			
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome		53								
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome	Drug abuse									
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome	Anxiety and nervousness									
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome	Depression									
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome		15								
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome								Hispanic		
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome	Hostile behavior									
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome		34								
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome	Obsessions and compulsions									
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome		17								
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome										Lisdexamfetamine (Vyvanse)
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome		4								
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome										Melatonin
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome										Cyproheptadine
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome		4								
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome			Occupational therapy assessment (Speech therapy)							
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome									0.6x	
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome										Guanfacine (Intuniv)
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome										Risperidone
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome			Psychological and psychiatric evaluation and therapy							
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome		8								
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome							1.6x			
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome		8								
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome				75+ years						
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome						Male				
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome									1.1x	
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome					0.3x					
Attention deficit hyperactivity disorder (ADHD)	http://www.symcat.com/conditions/attention-deficit-hyperactivity-disorder-adhd	Attention deficit hyperactivity disorder (ADHD)	Also known as ADHD and Hyperkinetic Syndrome					6.8x					
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder		13								
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder										Benztropine
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder				5-14 years						
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder										Dexmethylphenidate (Focalin)
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder	Seizures									
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder		17								
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder		41								
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder										Divalproex Sodium (Depakote)
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder				< 1 years						
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder			Psychological and psychiatric evaluation and therapy							
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder										Risperidone
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder				1-4 years						
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder									1.2x	
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder										Clonidine
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder	Depressive or psychotic symptoms									
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder								Black		
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder			Magnetic resonance imaging (Mri)							
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder							0.3x			
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder				15-29 years						
Autism	http://www.symcat.com/conditions/autism	Autism	Also known as Autistic Disorder	Lack of growth									
