title	other_names	desc	diseases	side_effects
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Anxiety
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Mouth dryness
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Fatigue
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		"Muscle cramps, contractures, or spasms"
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Back pain
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Peripheral edema
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Involuntary urination
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Chest pain
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Weakness
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Amblyopia
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Incontinence of stool
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Hypoglycemia
Pregabalin (Lyrica)	Also known as Lyrica	"Pregabalin (INN) (Lyrica) and (Serigaptin)  is an anticonvulsant drug used for neuropathic pain and as an adjunct therapy for partial seizures with or without secondary generalization in adults. It has also been found effective for generalized anxiety disorder and is (as of 2007) approved for this use in the European Union. It was designed as a more potent successor to gabapentin. Pregabalin is marketed by Pfizer under the trade name Lyrica. Pfizer described in an SEC filing that the drug could be used to treat epilepsy, post-herpetic neuralgia, diabetic peripheral neuropathy and fibromyalgia. Sales reached a record $3.063 billion in 2010."		Double vision
Escitalopram (Lexapro)	Also known as Lexapro	"Escitalopram (trade names Nexito, Anxiset-E (India), Exodus (Brazil), Esto (Israel), Lexapro, Cipralex, Seroplex, Elicea, Lexamil, Lexam, Entact (Greece), Losita (Bangladesh), Reposil (Chile), Animaxen (Colombia), Esitalo (Australia)), Lexamil (South Africa), is an antidepressant of the selective serotonin reuptake inhibitor (SSRI) class. It is approved by the U.S. Food and Drug Administration (FDA) for the treatment of adults and children over 12 years of age with major depressive disorder and generalized anxiety disorder. Escitalopram is the (S)-stereoisomer (enantiomer) of the earlier Lundbeck drug citalopram, hence the name escitalopram. Escitalopram is noted for its high selectivity with serotonin reuptake inhibition. The similarity between escitalopram and citalopram has led to accusations of ""evergreening"", an accusation that Lundbeck has rejected."	Rabies	Menstrual symptoms
Escitalopram (Lexapro)	Also known as Lexapro	"Escitalopram (trade names Nexito, Anxiset-E (India), Exodus (Brazil), Esto (Israel), Lexapro, Cipralex, Seroplex, Elicea, Lexamil, Lexam, Entact (Greece), Losita (Bangladesh), Reposil (Chile), Animaxen (Colombia), Esitalo (Australia)), Lexamil (South Africa), is an antidepressant of the selective serotonin reuptake inhibitor (SSRI) class. It is approved by the U.S. Food and Drug Administration (FDA) for the treatment of adults and children over 12 years of age with major depressive disorder and generalized anxiety disorder. Escitalopram is the (S)-stereoisomer (enantiomer) of the earlier Lundbeck drug citalopram, hence the name escitalopram. Escitalopram is noted for its high selectivity with serotonin reuptake inhibition. The similarity between escitalopram and citalopram has led to accusations of ""evergreening"", an accusation that Lundbeck has rejected."	West Nile virus	Toothache
Escitalopram (Lexapro)	Also known as Lexapro	"Escitalopram (trade names Nexito, Anxiset-E (India), Exodus (Brazil), Esto (Israel), Lexapro, Cipralex, Seroplex, Elicea, Lexamil, Lexam, Entact (Greece), Losita (Bangladesh), Reposil (Chile), Animaxen (Colombia), Esitalo (Australia)), Lexamil (South Africa), is an antidepressant of the selective serotonin reuptake inhibitor (SSRI) class. It is approved by the U.S. Food and Drug Administration (FDA) for the treatment of adults and children over 12 years of age with major depressive disorder and generalized anxiety disorder. Escitalopram is the (S)-stereoisomer (enantiomer) of the earlier Lundbeck drug citalopram, hence the name escitalopram. Escitalopram is noted for its high selectivity with serotonin reuptake inhibition. The similarity between escitalopram and citalopram has led to accusations of ""evergreening"", an accusation that Lundbeck has rejected."	Depression	Fever
