meds	meds-href	title	other_names	desc	diseases	side_effects
Oxcarbazepine	http://www.symcat.com/medications/oxcarbazepine	Oxcarbazepine (Trileptal)	Also known as Trileptal	"Oxcarbazepine (ox-kar-BAZ-ih-peen) is an anticonvulsant and mood stabilizing drug, used primarily in the treatment of epilepsy. It is also used to treat anxiety and mood disorders, and benign motor tics. Oxcarbazepine is marketed as Trileptal by Novartis and available in some countries as a generic drug."	Seizures	
Carbamazepine	http://www.symcat.com/medications/carbamazepine	Carbamazepine	Also known as Tegretol and Epitol	"Carbamazepine (CBZ) (Tegretol, Equetro) is an anticonvulsant and mood-stabilizing drug used primarily in the treatment of epilepsy and bipolar disorder, as well as trigeminal neuralgia. It is also used off-label for a variety of indications, including attention-deficit hyperactivity disorder (ADHD), schizophrenia, phantom limb syndrome, complex regional pain syndrome, paroxysmal extreme pain disorder, neuromyotonia, intermittent explosive disorder, borderline personality disorder, Myotonia congenita and post-traumatic stress disorder."		Constipation
Aripiprazole	http://www.symcat.com/medications/aripiprazole	Aripiprazole (Abilify)	Also known as Abilify	"Aripiprazole  is a partial dopamine agonist of the second generation class of atypical antipsychotics with additional antidepressant properties that is primarily used in the treatment of schizophrenia, bipolar disorder, and major depressive disorder. It was approved by the U.S. Food and Drug Administration (FDA) for schizophrenia on November 15, 2002 and the European Medicines Agency on 4 June 2004; for acute manic and mixed episodes associated with bipolar disorder on October 1, 2004; as an adjunct for major depressive disorder on November 20, 2007; and to treat irritability in children with autism on 20 November 2009. Aripiprazole was developed by Otsuka in Japan, and in the United States, Otsuka America markets it jointly with Bristol-Myers Squibb."	Schizophrenia	
Tacrolimus	http://www.symcat.com/medications/tacrolimus	Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Urinary tract infection
Ziprasidone	http://www.symcat.com/medications/ziprasidone	Ziprasidone (Geodon)	Also known as Geodon	"Ziprasidone (marketed as Geodon, Zeldox by Pfizer) was the fifth atypical antipsychotic to gain approval (February 2001) in the United States. It is approved by the U.S. Food and Drug Administration (FDA) for the treatment of schizophrenia, and acute mania and mixed states associated with bipolar disorder. Its intramuscular injection form is approved for acute agitation in schizophrenic patients for whom treatment with just ziprasidone is appropriate."	Obsessive compulsive disorder (OCD)	
Indomethacin	http://www.symcat.com/medications/indomethacin	Indomethacin	Also known as Indocin	"Indometacin (INN) or indomethacin (USAN and former BAN) is a non-steroidal anti-inflammatory drug (NSAID) commonly used as a prescription medication to reduce fever, pain, stiffness, and swelling. It works by inhibiting the production of prostaglandins, molecules known to cause these symptoms. It is marketed under more than seventy different trade names."	Ankylosing spondylitis	
Duloxetine	http://www.symcat.com/medications/duloxetine	Duloxetine (Cymbalta)	Also known as Cymbalta	"Duloxetine (sold under the brand names Cymbalta, Ariclaim, Xeristar, Yentreve, Duzela) is a serotonin-norepinephrine reuptake inhibitor (SNRI) manufactured and marketed by Eli Lilly. It is effective for major depressive disorder and generalized anxiety disorder (GAD). Duloxetine failed the US approval for stress urinary incontinence amidst concerns over liver toxicity and suicidal events; however, it was approved for this indication in Europe, where it is recommended as an add-on medication in stress urinary incontinence instead of surgery. It can also relieve the symptoms of painful peripheral neuropathy, particularly diabetic neuropathy, and it is used to control the symptoms of fibromyalgia."		Pain
Brimonidine Ophthalmic	http://www.symcat.com/medications/brimonidine-ophthalmic	Brimonidine Ophthalmic	null	Brimonidine Ophthalmic is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.	Diminished vision	
Ibandronate	http://www.symcat.com/medications/ibandronate	Ibandronate (Boniva)	Also known as Boniva	"Ibandronic acid (INN) or ibandronate sodium (USAN), marketed under the trade names Boniva, Bondronat and Bonviva, is a potent bisphosphonate drug used in the prevention and treatment of osteoporosis."		Tooth disorder (Tooth Disease)
Colchicine	http://www.symcat.com/medications/colchicine	Colchicine	Also known as Colcrys	"Colchicine (Takeda's Colcrys®) is a medication that treats gout. It is a toxic natural product and secondary metabolite, originally extracted from plants of the genus Colchicum (autumn crocus, Colchicum autumnale, also known as ""meadow saffron""). It was used originally to treat rheumatic complaints, especially gout, and still finds use for these purposes today despite dosing issues concerning its toxicity. It was also prescribed for its cathartic and emetic effects."	Foot or toe pain	
Sertraline	http://www.symcat.com/medications/sertraline	Sertraline (Zoloft)	Also known as Zoloft	"Sertraline hydrochloride (trade names Zoloft, Lustral) is an antidepressant of the selective serotonin reuptake inhibitor (SSRI) class. It was introduced to the market by Pfizer in 1991. Sertraline is primarily prescribed for major depressive disorder in adult outpatients as well as obsessive–compulsive, panic, and social anxiety disorders in both adults and children. In 2011, it was the second-most prescribed antidepressant on the U.S. retail market, with 37,208,000 prescriptions."		Headache
Tacrolimus	http://www.symcat.com/medications/tacrolimus	Tacrolimus (Prograf)	Also known as Prograf and Protopic	"Tacrolimus (also FK-506 or fujimycin, trade names Prograf, Advagraf, Protopic) is an immunosuppressive drug that is mainly used after allogeneic organ transplant to reduce the activity of the patient's immune system and so lower the risk of organ rejection. It is also used in a topical preparation in the treatment of atopic dermatitis (eczema), severe refractory uveitis after bone marrow transplants, exacerbations of minimal change disease, and the skin condition vitiligo."		Chest pain
Risedronate	http://www.symcat.com/medications/risedronate	Risedronate (Actonel)	Also known as Actonel	"Risedronic acid (INN) or risedronate sodium (USAN) is a bisphosphonate used to strengthen bone, treat or prevent osteoporosis, and treat Paget's disease of bone. It is produced and marketed by Warner Chilcott, Sanofi-Aventis, and in Japan by Takeda under the trade names Actonel, Atelvia, and Benet. It is also available in a preparation that includes a calcium carbonate supplement, as Actonel with Calcium."		High blood pressure
Thiamine	http://www.symcat.com/medications/thiamine	Thiamine	"Also known as Irospan Tablet, Nephrocaps, Natafort, Poly-Vi-Sol, Poly-Vi-Sol With Iron, Vitabee With C, Infuvite, Infuvite Pediatric, Dialyvite 800, and Dialyvite 800 With Iron"	"Thiamine or thiamin or vitamin B1 , named as the ""thio-vitamine"" (""sulfur-containing vitamin"") is a water-soluble vitamin of the B complex. First named aneurin for the detrimental neurological effects if not present in the diet, it was eventually assigned the generic descriptor name vitamin B1. Its phosphate derivatives are involved in many cellular processes. The best-characterized form is thiamine pyrophosphate (TPP), a coenzyme in the catabolism of sugars and amino acids. Thiamine is used in the biosynthesis of the neurotransmitter acetylcholine and gamma-aminobutyric acid (GABA). In yeast, TPP is also required in the first step of alcoholic fermentation."	Alcohol abuse	
Phenazopyridine	http://www.symcat.com/medications/phenazopyridine	Phenazopyridine (Azo)	"Also known as Pyridium Plus, Pyrelle, Urelief, Tija, Urobiotic, Pyridium, Azo Gantanol, Azo Gantrisin, Azo-Gesic, and Azo-Standard"	"Phenazopyridine is a chemical which, when excreted into the urine, has a local analgesic effect. It is often used to alleviate the pain, irritation, discomfort, or urgency caused by urinary tract infections, surgery, or injury to the urinary tract. Phenazopyridine was discovered by Bernhard Joos, the founder of Cilag."	Cystitis	
Albuterol	http://www.symcat.com/medications/albuterol	Albuterol	"Also known as Ventolin, Airomir, Combivent, Salamol, Salamol Easi-Breathe, Salbulin, Volmax, Ventodisks, Libetist, and Ventolin Easi-Breathe"	Salbutamol (INN) or albuterol (USAN) is a short-acting _2-adrenergic receptor agonist used for the relief of bronchospasm in conditions such as asthma and chronic obstructive pulmonary disease. It is marketed as Ventolin among other brand names.	Wheezing	
Sildenafil	http://www.symcat.com/medications/sildenafil	Sildenafil (Viagra)	Also known as Viagra and Revatio	"Sildenafil citrate, sold as Viagra, Revatio and under various other trade names, is a drug used to treat erectile dysfunction and pulmonary arterial hypertension (PAH). It was originally developed by British scientists and then brought to market by the US-based pharmaceutical company Pfizer. It acts by inhibiting cGMP-specific phosphodiesterase type 5, an enzyme that promotes degradation of cGMP, which regulates blood flow in the penis. Since becoming available in 1998, sildenafil has been the prime treatment for erectile dysfunction; its primary competitors on the market are tadalafil (Cialis) and vardenafil (Levitra)."		Nausea
Risperidone	http://www.symcat.com/medications/risperidone	Risperidone	Also known as Risperdal	"Risperidone (/r__sp__r_do_n/ ri-SPAIR-i-dohn) (trade name Risperdal, and generics) is a potent antipsychotic drug which is mainly used to treat schizophrenia (including adolescent schizophrenia), schizoaffective disorder, the mixed and manic states associated with bipolar disorder, and irritability in people with autism."		Indigestion
Gemfibrozil	http://www.symcat.com/medications/gemfibrozil	Gemfibrozil	Also known as Lopid	"Gemfibrozil is the generic name for an oral drug used to lower lipid levels. It belongs to a group of drugs known as fibrates. It is most commonly sold as the brand name, Lopid. Other brand names include Jezil and Gen-Fibro."		Appendicitis
Ramipril	http://www.symcat.com/medications/ramipril	Ramipril	Also known as Altace	"Ramipril is an angiotensin-converting enzyme (ACE) inhibitor, used to treat high blood pressure and congestive heart failure. It is marketed as Prilace by Arrow Pharmaceuticals in Australia, Ramipro by Westfield Pharma in the Philippines, Tritace by Sanofi-Aventis in Italy and and United States and Altace by King Pharmaceuticals in the United States, Ramitens by PharmaSwiss, Ampril by Krka in Slovenia, Corpril by Cemelog-BRS in Hungary, Piramil and Prilinda by Hemofarm in Serbia, by Lek in Poland and by Novartis in Bangladesh, and in Canada as Altace (Sonfi) and Ramipril (Pharmascience)."		Weakness
Verapamil	http://www.symcat.com/medications/verapamil	Verapamil (Univer)	"Also known as Cordilox, Berkatens, Securon, Hypaneze, Verapress Mr, Isoptin, Calan, Verelan, Securon Iv, and Securon Sr"	"Verapamil (brand names: Isoptin, Verelan, Verelan PM, Calan, Bosoptin, Covera-HS) is an L-type calcium channel blocker of the phenylalkylamine class. It has been used in the treatment of hypertension, angina pectoris, cardiac arrhythmia, and most recently, cluster headaches. It is also an effective preventive medication for migraine. Verapamil has also been used as a vasodilator during cryopreservation of blood vessels. It is a class IV antiarrhythmic, more effective than digoxin in controlling ventricular rate and was approved by the U.S. Food and Drug Administration (FDA) in March 1982."		Fatigue
